n,Robustness score
10,0.7578565253483057
20,0.8624600703640328
30,0.8963030340366032
40,0.922558000093273
50,0.9354944571778059
60,0.9435807629757555
70,0.9480769263101335
80,0.951181363055779
90,0.9553715114981199
100,0.9598906802794873
110,0.9622029500722304
120,0.966089364654604
130,0.9678228169345579
140,0.968549081031002
150,0.9694141438452397
160,0.9693329109563791
170,0.9714196886771026
180,0.9723852728411845
190,0.9724202506900483
200,0.9732634519158373
210,0.9735153917325094
220,0.9740957134511521
230,0.974978799698567
240,0.9753374865304697
250,0.9751094551462052
260,0.9751767422037506
270,0.9751113738471385
280,0.9752245202309271
290,0.9760914268619282
300,0.9763465935311993
310,0.9770056277242485
320,0.9770372413857946
330,0.9774127992803787
340,0.9774976748043491
350,0.9776662733576519
360,0.9777085496498041
370,0.9775169754095175
380,0.9772352805423726
390,0.9773729730209925
400,0.977707988342869
410,0.977827144411795
420,0.9779897977131907
430,0.9783342851569164
440,0.9784718981295457
450,0.9787402449681922
460,0.9789965132146256
470,0.9792873623124669
480,0.9797380136342346
490,0.9797267185634039
500,0.9796742161717343
510,0.979785475850123
520,0.9794153621690402
530,0.9797705470840276
540,0.9800978345053631
550,0.9804580117426842
560,0.98038977154064
570,0.9801910412216764
580,0.9804173088328622
590,0.9806127836277846
600,0.9808732907970867
610,0.9808732907970867
620,0.9808732907970867
630,0.9808732907970867
640,0.9808732907970867
650,0.9808732907970867
660,0.9808732907970867
670,0.9808732907970867
680,0.9808732907970867
690,0.9808732907970867
700,0.9808732907970867
710,0.9808732907970867
720,0.9808732907970867
730,0.9808732907970867
740,0.9808732907970867
750,0.9808732907970867
760,0.9808732907970867
770,0.9808732907970867
780,0.9808732907970867
790,0.9808732907970867
800,0.9808732907970867
810,0.9808732907970867
820,0.9808732907970867
830,0.9808732907970867
840,0.9808732907970867
850,0.9808732907970867
860,0.9808732907970867
870,0.9808732907970867
880,0.9808732907970867
890,0.9808732907970867
900,0.9808732907970867
910,0.9808732907970867
920,0.9808732907970867
930,0.9808732907970867
940,0.9808732907970867
950,0.9808732907970867
960,0.9808732907970867
970,0.9808732907970867
980,0.9808732907970867
990,0.9808732907970867
1000,0.9808732907970867
