n,Robustness score
10,0.20000022784824995
20,0.10003874410904733
30,0.0667061069152278
40,0.050033310801518856
50,0.04005396271449892
60,0.033419655221613276
70,0.028660586458393728
80,0.025091636271302092
90,0.02233282072949623
100,0.020105651174796353
110,0.018292452226275797
120,0.01677561912002907
130,0.015478938620210624
140,0.014383593958106762
150,0.01345388580643593
160,0.012615250175925394
170,0.011867413349528247
180,0.01120496853303916
190,0.010623072971940054
200,0.010124510492770494
210,0.009642770765304932
220,0.009202844927988906
230,0.008802873092476942
240,0.008435949467103836
250,0.008096973200355594
260,0.007794314641351857
270,0.00750758261520003
280,0.007241619816370629
290,0.006990695255553557
300,0.006812724829875268
310,0.006595615006853838
320,0.006392350766529477
330,0.006207485492702301
340,0.006031985289522521
350,0.0058629865571307085
360,0.0056978371727611655
370,0.005550216196975689
380,0.005405356694705179
390,0.005268757201766711
400,0.005138792743251049
410,0.005020705296075617
420,0.004907922025181773
430,0.004797294389217152
440,0.004689098331416059
450,0.004591022841173486
460,0.004492826085790838
470,0.004401906078185743
480,0.004311440913383988
490,0.004224777058442538
500,0.004145298459592966
510,0.004067912686119864
520,0.003989043912796546
530,0.003911667295895164
540,0.0038405806726104375
550,0.0037721144272732507
560,0.0037038707536502
570,0.003637418552105121
580,0.003574478243868042
590,0.0035133994644044792
600,0.0034539537437782326
610,0.0034539537437782326
620,0.0034539537437782326
630,0.0034539537437782326
640,0.0034539537437782326
650,0.0034539537437782326
660,0.0034539537437782326
670,0.0034539537437782326
680,0.0034539537437782326
690,0.0034539537437782326
700,0.0034539537437782326
710,0.0034539537437782326
720,0.0034539537437782326
730,0.0034539537437782326
740,0.0034539537437782326
750,0.0034539537437782326
760,0.0034539537437782326
770,0.0034539537437782326
780,0.0034539537437782326
790,0.0034539537437782326
800,0.0034539537437782326
810,0.0034539537437782326
820,0.0034539537437782326
830,0.0034539537437782326
840,0.0034539537437782326
850,0.0034539537437782326
860,0.0034539537437782326
870,0.0034539537437782326
880,0.0034539537437782326
890,0.0034539537437782326
900,0.0034539537437782326
910,0.0034539537437782326
920,0.0034539537437782326
930,0.0034539537437782326
940,0.0034539537437782326
950,0.0034539537437782326
960,0.0034539537437782326
970,0.0034539537437782326
980,0.0034539537437782326
990,0.0034539537437782326
1000,0.0034539537437782326
