Key,H2X,SHAP,LIME,LEMNA,I-MAD,H2X,SHAP,LIME,LEMNA,I-MAD,H2X,SHAP,LIME,LEMNA,I-MAD
321,0.540411491,0.32496118,0.384653499,0.025,0.467589534,173.6218451,103.8780736,123.6408916,8.05,150.3957783,0.539198277,0.322602713,0.383977924,0.025,0.467067634
322,0.540363777,0.324922601,0.38444236,0.025,0.467571306,174.1622089,104.2029962,124.025334,8.075,150.8633496,0.539201885,0.322609895,0.383979362,0.025,0.467069194
323,0.540316358,0.324768519,0.384388799,0.025,0.467599159,174.7025253,104.5277647,124.4097228,8.1,151.3309487,0.539205325,0.322616558,0.383980626,0.025,0.467070829
324,0.540384615,0.324923077,0.384475295,0.025,0.467626841,175.2429099,104.8526878,124.7941981,8.125,151.7985756,0.539208954,0.322623655,0.383982148,0.025,0.46707254
325,0.540337423,0.324884969,0.384538449,0.025,0.467654353,175.7832473,105.1775728,125.1787365,8.15,152.2662299,0.539212415,0.322630591,0.383983854,0.025,0.467074325
326,0.540519878,0.324923547,0.384509279,0.025,0.467655671,176.3237672,105.5024963,125.5632458,8.175,152.7338856,0.539216413,0.322637603,0.383985461,0.025,0.467076103
327,0.54070122,0.324733232,0.384556507,0.025,0.467669953,176.8644684,105.8272295,125.9478023,8.2,153.2015556,0.53922094,0.322643992,0.383987202,0.025,0.467077913
328,0.540843465,0.324886018,0.384489466,0.025,0.467664748,177.4053119,106.1521156,126.3322918,8.225,153.6692203,0.539225872,0.322650807,0.383988729,0.025,0.467079697
329,0.540757576,0.324810606,0.384422831,0.025,0.46764668,177.9460695,106.4769262,126.7167146,8.25,154.136867,0.539230514,0.322657352,0.383990044,0.025,0.467081415
330,0.540747734,0.324697885,0.384583185,0.025,0.467686572,178.4868172,106.801624,127.1012978,8.275,154.6045536,0.539235097,0.322663517,0.383991836,0.025,0.467083243
331,0.540737952,0.324661145,0.384454236,0.025,0.467662138,179.0275551,107.1262852,127.4857521,8.3,155.0722157,0.539239624,0.322669534,0.383993229,0.025,0.467084987
332,0.540803303,0.324587087,0.384516125,0.025,0.467650629,179.5683584,107.4508723,127.8702682,8.325,155.5398663,0.53924432,0.322675292,0.383994799,0.025,0.467086686
333,0.540718563,0.324775449,0.384615543,0.025,0.467569117,180.109077,107.7756477,128.2548837,8.35,156.0074354,0.539248734,0.32268158,0.383996658,0.025,0.46708813
334,0.540671642,0.324850746,0.384512213,0.025,0.467589711,180.6497487,108.1004985,128.6393959,8.375,156.4750252,0.539252981,0.322688055,0.383998197,0.025,0.467089627
335,0.540699405,0.324739583,0.384648723,0.025,0.467591185,181.1904481,108.4252381,129.0240447,8.4,156.9426163,0.539257286,0.322694161,0.384000133,0.025,0.46709112
336,0.540652819,0.324777448,0.384671739,0.025,0.467636846,181.7311009,108.7500155,129.4087164,8.425,157.4102532,0.539261427,0.322700343,0.384002126,0.025,0.467092739
337,0.540606509,0.324852071,0.384643124,0.025,0.467669646,182.2717074,109.0748676,129.7933595,8.45,157.8779228,0.539265406,0.322706709,0.384004022,0.025,0.467094446
338,0.540523599,0.324963127,0.3849274,0.025,0.467633214,182.812231,109.3998307,130.1782869,8.475,158.345556,0.539269118,0.322713365,0.384006746,0.025,0.467096036
339,0.540698529,0.325110294,0.385023854,0.025,0.467596996,183.3529295,109.724941,130.5633108,8.5,158.813153,0.539273322,0.322720415,0.384009738,0.025,0.467097509
340,0.540579179,0.325146628,0.385119741,0.025,0.467604667,183.8935087,110.0500876,130.9484305,8.525,159.2807577,0.539277152,0.32272753,0.384012993,0.025,0.467098996
341,0.540606725,0.32503655,0.384955981,0.025,0.467525196,184.4341154,110.3751242,131.3333865,8.55,159.7482829,0.539281039,0.322734281,0.38401575,0.025,0.467100242
342,0.540634111,0.324854227,0.38490389,0.025,0.467483407,184.9747495,110.6999784,131.7182904,8.575,160.2157663,0.539284984,0.322740462,0.384018339,0.025,0.46710136
343,0.540443314,0.324818314,0.384802425,0.025,0.467466601,185.5151928,111.0247967,132.1030928,8.6,160.6832329,0.539288351,0.322746502,0.384020619,0.025,0.467102421
344,0.540615942,0.324673913,0.384665317,0.025,0.467486895,186.0558088,111.3494706,132.4877581,8.625,161.1507198,0.539292199,0.322752089,0.384022487,0.025,0.467103536
345,0.540643064,0.324819364,0.384637382,0.025,0.467494773,186.5964518,111.67429,132.8723955,8.65,161.6182146,0.539296104,0.322758064,0.384024264,0.025,0.467104666
346,0.540634006,0.324855908,0.384842163,0.025,0.467539395,187.1370859,111.9991459,133.2572377,8.675,162.085754,0.539299959,0.322764109,0.384026622,0.025,0.467105919
347,0.540768678,0.324892241,0.384754772,0.025,0.467571533,187.6778545,112.3240381,133.6419924,8.7,162.5533255,0.53930418,0.322770225,0.384028714,0.025,0.467107257
348,0.540902579,0.32467765,0.384762638,0.025,0.467603487,188.2187571,112.6487158,134.0267551,8.725,163.020929,0.53930876,0.32277569,0.384030817,0.025,0.467108679
349,0.541107143,0.324714286,0.384892973,0.025,0.467568389,188.7598643,112.9734301,134.4116481,8.75,163.4884974,0.539313898,0.322781229,0.38403328,0.025,0.467109993
350,0.541025641,0.324786325,0.384864788,0.025,0.467612293,189.3008899,113.2982164,134.7965128,8.775,163.9561097,0.539318775,0.322786941,0.384035649,0.025,0.467111424
351,0.540980114,0.324822443,0.384634483,0.025,0.467619681,189.84187,113.6230388,135.1811473,8.8,164.4237294,0.539323494,0.322792724,0.38403735,0.025,0.467112867
352,0.540970255,0.324787535,0.38451306,0.025,0.467645109,190.3828403,113.9478264,135.5656604,8.825,164.8913745,0.539328159,0.322798375,0.384038698,0.025,0.467114375
353,0.540995763,0.324576271,0.384606869,0.025,0.467700445,190.923836,114.2724027,135.9502673,8.85,165.3590749,0.53933287,0.322803397,0.384040303,0.025,0.467116031
354,0.541161972,0.32443662,0.384606893,0.025,0.467743482,191.464998,114.5968393,136.3348741,8.875,165.8268184,0.539338023,0.322807998,0.384041899,0.025,0.467117798
355,0.541151685,0.324473315,0.384699912,0.025,0.467768348,192.0061497,114.9213126,136.7195741,8.9,166.2945867,0.539343117,0.322812676,0.384043747,0.025,0.467119626
356,0.541001401,0.324404762,0.384756952,0.025,0.467804994,192.5471511,115.2457173,137.104331,8.925,166.7623917,0.539347762,0.322817135,0.384045745,0.025,0.467121545
357,0.541096369,0.324196927,0.384849032,0.025,0.467782004,193.0882475,115.5699143,137.48918,8.95,167.2301737,0.539352647,0.32282099,0.384047989,0.025,0.46712339
358,0.541051532,0.324233983,0.384751959,0.025,0.467830261,193.629299,115.8941483,137.873932,8.975,167.698004,0.539357379,0.322824926,0.38404995,0.025,0.467125359
359,0.541111111,0.324201389,0.384702895,0.025,0.46786052,194.1704101,116.2183496,138.2586349,9,168.1658645,0.53936225,0.322828749,0.384051764,0.025,0.467127401
360,0.541239612,0.324342105,0.384583973,0.025,0.467837567,194.7116497,116.5426918,138.6432189,9.025,168.6337021,0.539367451,0.322832941,0.384053238,0.025,0.467129369
361,0.541125691,0.324412983,0.384488437,0.025,0.467826496,195.2527754,116.8671047,139.0277073,9.05,169.1015286,0.539372308,0.322837306,0.38405444,0.025,0.467131294
362,0.541081267,0.324207989,0.384600039,0.025,0.467751011,195.7938567,117.1913127,139.4123073,9.075,169.5692796,0.539377016,0.322841082,0.384055943,0.025,0.467133002
363,0.541105769,0.324141484,0.384586706,0.025,0.467734393,196.3349624,117.5154542,139.7968941,9.1,170.037014,0.539381765,0.322844654,0.384057401,0.025,0.467134654
364,0.541027397,0.324212329,0.384538766,0.025,0.467770329,196.8759898,117.8396665,140.1814328,9.125,170.5047843,0.539386274,0.322848401,0.38405872,0.025,0.467136395
365,0.541086066,0.324077869,0.384421917,0.025,0.467771189,197.4170759,118.1637444,140.5658547,9.15,170.9725555,0.539390918,0.322851761,0.384059712,0.025,0.46713813
366,0.541144414,0.324114441,0.384191885,0.025,0.467806829,197.9582203,118.4878588,140.9500466,9.175,171.4403623,0.539395696,0.322855201,0.384060073,0.025,0.467139952
367,0.541066576,0.32408288,0.384206609,0.025,0.467830712,198.4992869,118.8119417,141.3342532,9.2,171.908193,0.539400236,0.322858537,0.384060471,0.025,0.467141829
368,0.541023035,0.324017615,0.384091611,0.025,0.46781987,199.0403099,119.1359593,141.7183448,9.225,172.3760129,0.539404634,0.322861678,0.384060555,0.025,0.467143666
369,0.54097973,0.324290541,0.384045657,0.025,0.467814836,199.5812897,119.4602499,142.1023905,9.25,172.8438278,0.539408891,0.32286554,0.384060515,0.025,0.46714548
370,0.540902965,0.324292453,0.383965831,0.025,0.467792625,200.1221926,119.7845423,142.4863563,9.275,173.3116204,0.539412918,0.322869386,0.38406026,0.025,0.467147225
371,0.540860215,0.324361559,0.383988517,0.025,0.467827728,200.6630528,120.1089039,142.8703448,9.3,173.7794481,0.539416809,0.322873398,0.384060067,0.025,0.467149054
372,0.54075067,0.32419571,0.384011082,0.025,0.467811306,201.2038035,120.4330996,143.2543559,9.325,174.2472594,0.539420385,0.322876943,0.384059935,0.025,0.46715083
373,0.540708556,0.324164439,0.383898143,0.025,0.467789282,201.7445121,120.757264,143.6382541,9.35,174.7150487,0.539423829,0.322880385,0.384059503,0.025,0.467152537
374,0.540733333,0.323933333,0.383785807,0.025,0.46781844,202.2852454,121.0811974,144.0220399,9.375,175.1828671,0.539427321,0.322883193,0.384058773,0.025,0.467154312
375,0.540757979,0.323736702,0.384128132,0.025,0.467790856,202.8260034,121.4049341,144.406168,9.4,175.650658,0.53943086,0.322885463,0.384058957,0.025,0.467156005
376,0.540749337,0.32377321,0.383915054,0.025,0.467774705,203.3667527,121.7287073,144.7900831,9.425,176.1184327,0.539434357,0.322887818,0.384058576,0.025,0.467157646
377,0.54077381,0.323809524,0.383971001,0.025,0.467792412,203.9075265,122.0525168,145.1740541,9.45,176.5862251,0.539437901,0.322890256,0.384058344,0.025,0.467159326
378,0.54073219,0.323746702,0.383993255,0.025,0.467748274,204.4482587,122.3762635,145.5580473,9.475,177.0539734,0.539441316,0.322892516,0.384058172,0.025,0.46716088
379,0.540723684,0.323782895,0.384115324,0.025,0.467788354,204.9889824,122.7000464,145.9421626,9.5,177.5217617,0.539444691,0.322894859,0.384058323,0.025,0.467162531
380,0.540813648,0.323589239,0.38393774,0.025,0.467794717,205.529796,123.0236357,146.3261004,9.525,177.9895565,0.539448284,0.322896681,0.384058006,0.025,0.46716419
381,0.540935864,0.323625654,0.383926769,0.025,0.467762059,206.0707319,123.3472613,146.7100272,9.55,178.4573185,0.539452178,0.32289859,0.384057663,0.025,0.467165755
382,0.540926893,0.32366188,0.383895093,0.025,0.467746236,206.6116588,123.6709232,147.0939222,9.575,178.9250647,0.539456028,0.322900583,0.384057238,0.025,0.467167271
383,0.540917969,0.323730469,0.384002137,0.025,0.46775266,207.1525768,123.9946537,147.4779244,9.6,179.3928174,0.539459835,0.322902744,0.384057095,0.025,0.467168795
384,0.541006494,0.323733766,0.38393713,0.025,0.467792208,207.6935833,124.3183874,147.8618615,9.625,179.8606096,0.539463853,0.322904902,0.384056783,0.025,0.467170415
385,0.540965026,0.323898964,0.383881593,0.025,0.467826039,208.2345483,124.6422864,148.2457431,9.65,180.3284357,0.539467742,0.322907478,0.384056329,0.025,0.467172113
386,0.540956072,0.323869509,0.383987843,0.025,0.467810215,208.7755044,124.9661559,148.629731,9.675,180.7962459,0.539471587,0.322909964,0.384056152,0.025,0.467173762
387,0.541076031,0.323840206,0.383944288,0.025,0.467783505,209.3165804,125.2899961,149.0136752,9.7,181.2640294,0.539475723,0.322912361,0.384055864,0.025,0.467175333
388,0.541131105,0.323875321,0.383998578,0.025,0.467817098,209.8577115,125.6138714,149.3976738,9.725,181.7318465,0.539479978,0.322914837,0.384055717,0.025,0.467176983
389,0.541089744,0.324038462,0.383704302,0.025,0.467801418,210.3988012,125.9379099,149.7813781,9.75,182.1996479,0.539484106,0.322917718,0.384054816,0.025,0.467178584
390,0.541176471,0.32407289,0.383777948,0.025,0.467774936,210.9399777,126.2619828,150.1651561,9.775,182.6674228,0.539488434,0.322920672,0.384054108,0.025,0.46718011
391,0.541135204,0.324139031,0.383767665,0.025,0.467716023,211.4811129,126.5861218,150.5489237,9.8,183.1351388,0.539492635,0.32292378,0.384053377,0.025,0.467181477
392,0.541125954,0.324491094,0.383950689,0.025,0.467684478,212.0222389,126.9106129,150.9328744,9.825,183.6028233,0.539496791,0.322927768,0.384053116,0.025,0.467182757
393,0.541211929,0.324555838,0.384164912,0.025,0.467707096,212.5634508,127.2351687,151.3170393,9.85,184.0705304,0.539501144,0.3229319,0.384053399,0.025,0.467184087
394,0.541170886,0.324398734,0.384153727,0.025,0.467702666,213.1046217,127.5595675,151.7011931,9.875,184.5382331,0.539505371,0.322935614,0.384053653,0.025,0.4671854
395,0.541224747,0.324337121,0.384142598,0.025,0.467692886,213.6458464,127.8839046,152.0853357,9.9,185.005926,0.539509713,0.322939153,0.384053878,0.025,0.467186682
396,0.541183879,0.324307305,0.384099641,0.025,0.467699234,214.1870303,128.2082119,152.4694353,9.925,185.4736252,0.53951393,0.322942599,0.384053993,0.025,0.467187973
397,0.54120603,0.324120603,0.3840569,0.025,0.467721587,214.7282363,128.5323325,152.8534922,9.95,185.9413468,0.539518182,0.322945559,0.384054,0.025,0.467189314
398,0.541102757,0.323966165,0.384014373,0.025,0.467743828,215.2693391,128.8562987,153.2375066,9.975,186.4090906,0.539522153,0.322948117,0.384053901,0.025,0.467190703
399,0.54109375,0.32403125,0.383866837,0.025,0.467781915,215.8104328,129.1803299,153.6213734,10,186.8768725,0.539526082,0.322950825,0.384053434,0.025,0.467192181
400,0.541178304,0.32394015,0.383730296,0.025,0.467766753,216.3516112,129.5042701,154.0051037,10.025,187.3446393,0.539530202,0.322953292,0.384052628,0.025,0.467193614
401,0.541044776,0.323973881,0.383783363,0.025,0.467778131,216.8926559,129.8282439,154.3888871,10.05,187.8124174,0.53953397,0.322955831,0.384051958,0.025,0.467195068
402,0.541098015,0.324007444,0.383836167,0.025,0.467768333,217.4337539,130.1522514,154.7727232,10.075,188.2801858,0.539537851,0.32295844,0.384051422,0.025,0.467196491
403,0.541243812,0.323886139,0.383938057,0.025,0.467758584,217.9749978,130.4761375,155.1566613,10.1,188.7479443,0.539542074,0.322960736,0.384051142,0.025,0.467197882
404,0.541234568,0.323950617,0.384008581,0.025,0.467680588,218.5162323,130.8000881,155.5406699,10.125,189.2156249,0.539546253,0.322963181,0.384051037,0.025,0.467199074
405,0.541194581,0.32398399,0.383986392,0.025,0.467650141,219.0574269,131.1240721,155.9246563,10.15,189.6832751,0.539550313,0.322965695,0.384050877,0.025,0.467200185
406,0.541216216,0.323863636,0.383758266,0.025,0.467625072,219.5986431,131.4479358,156.3084145,10.175,190.1509001,0.539554406,0.322967901,0.384050159,0.025,0.467201229
407,0.541115196,0.32377451,0.383717409,0.025,0.467678348,220.1397583,131.7717103,156.6921319,10.2,190.6185785,0.539558231,0.322969878,0.384049343,0.025,0.467202398
408,0.541106357,0.323808068,0.38375722,0.025,0.467684545,220.6808647,132.0955183,157.0758892,10.225,191.086263,0.539562016,0.322971927,0.384048629,0.025,0.467203577
409,0.541036585,0.323719512,0.383747439,0.025,0.467685522,221.2219013,132.4192379,157.4596366,10.25,191.5539486,0.539565613,0.322973751,0.384047894,0.025,0.467204753
410,0.540967153,0.323722628,0.383878224,0.025,0.467707201,221.7628684,132.7429605,157.8435148,10.275,192.0216558,0.539569023,0.322975573,0.384047481,0.025,0.467205975
411,0.540989078,0.32351335,0.383826335,0.025,0.467692625,222.3038575,133.0664738,158.2273412,10.3,192.4893484,0.53957247,0.322976878,0.384046945,0.025,0.467207156
412,0.540920097,0.32342615,0.383785807,0.025,0.467698728,222.8447776,133.3899,158.611127,10.325,192.9570471,0.539575733,0.322977966,0.384046312,0.025,0.467208347
413,0.541032609,0.323278986,0.383898353,0.025,0.467673964,223.3858102,133.713179,158.9950253,10.35,193.4247211,0.539579252,0.322978693,0.384045955,0.025,0.467209471
414,0.540993976,0.323283133,0.383605827,0.025,0.467654448,223.9268042,134.0364621,159.3786311,10.375,193.8923755,0.539582661,0.322979427,0.384044894,0.025,0.467210543
415,0.541165865,0.323347356,0.383505265,0.025,0.467670827,224.46797,134.3598095,159.7621364,10.4,194.3600463,0.539586466,0.322980311,0.384043597,0.025,0.46721165
416,0.541127098,0.323201439,0.383496252,0.025,0.467636104,225.0090971,134.6830109,160.1456327,10.425,194.8276825,0.539590161,0.322980841,0.384042285,0.025,0.467212668
417,0.541118421,0.323205742,0.383655352,0.025,0.467662629,225.5502156,135.0062166,160.529288,10.45,195.2953451,0.539593817,0.32298138,0.384041359,0.025,0.467213744
418,0.541109785,0.323150358,0.383646024,0.025,0.467714416,226.0913253,135.329367,160.912934,10.475,195.7630595,0.539597435,0.322981783,0.384040415,0.025,0.467214939
419,0.54125,0.323125,0.383546324,0.025,0.467705167,226.6325753,135.652492,161.2964804,10.5,196.2307647,0.53960137,0.322982124,0.384039239,0.025,0.467216106
420,0.541300475,0.323218527,0.383585407,0.025,0.467690908,227.1738758,135.9757105,161.6800658,10.525,196.6984556,0.539605406,0.322982685,0.384038161,0.025,0.467217234
421,0.541232227,0.32325237,0.383516319,0.025,0.4676868,227.715108,136.2989629,162.0635821,10.55,197.1661424,0.539609261,0.322983324,0.384036924,0.025,0.467218347
422,0.541193853,0.323286052,0.383537333,0.025,0.467717922,228.2563019,136.622249,162.4471194,10.575,197.6338603,0.539613007,0.32298404,0.384035743,0.025,0.467219528
423,0.541185142,0.323408019,0.383528393,0.025,0.467688679,228.797487,136.945657,162.8306478,10.6,198.101549,0.539616715,0.32298504,0.384034547,0.025,0.467220634
424,0.541205882,0.323441176,0.383430143,0.025,0.467674593,229.3386929,137.2690981,163.214078,10.625,198.5692236,0.539620454,0.322986113,0.384033125,0.025,0.467221703
425,0.541255869,0.323532864,0.383570067,0.025,0.467720507,229.8799488,137.592631,163.597648,10.65,199.0369441,0.539624293,0.322987397,0.384032038,0.025,0.467222873
426,0.541247073,0.3235363,0.383374353,0.025,0.46773631,230.4211959,137.9161673,163.9810224,10.675,199.5046804,0.539628093,0.322988682,0.384030497,0.025,0.467224076
427,0.541325935,0.32353972,0.383325581,0.025,0.467667528,230.9625218,138.239707,164.364348,10.7,199.9723479,0.53963206,0.32298997,0.38402885,0.025,0.467225112
428,0.541229604,0.323484848,0.383317239,0.025,0.467648663,231.5037514,138.5631919,164.7476652,10.725,200.4399966,0.539635784,0.322991123,0.384027192,0.025,0.467226099
429,0.54125,0.323459302,0.383181617,0.025,0.467664523,232.0450014,138.8866512,165.1308468,10.75,200.9076611,0.539639538,0.322992212,0.384025225,0.025,0.467227119
430,0.541183295,0.323578886,0.383114909,0.025,0.467675371,232.5861847,139.2102301,165.5139617,10.775,201.3753365,0.53964312,0.322993573,0.384023113,0.025,0.467228159
431,0.541087963,0.3234375,0.383077811,0.025,0.46768617,233.1272727,139.5336676,165.8970395,10.8,201.8430226,0.539646464,0.322994601,0.384020925,0.025,0.467229219
432,0.540906467,0.323469977,0.383303989,0.025,0.467687092,233.6681791,139.8571375,166.2803435,10.825,202.3107097,0.539649374,0.322995699,0.384019269,0.025,0.467230277
433,0.540898618,0.323531106,0.383342459,0.025,0.467688009,234.2090777,140.1806686,166.663686,10.85,202.7783977,0.539652253,0.322996932,0.38401771,0.025,0.467231331
434,0.540948276,0.323706897,0.383275994,0.025,0.467718269,234.750026,140.5043755,167.046962,10.875,203.246116,0.539655232,0.322998564,0.384016005,0.025,0.467232451
435,0.540797018,0.323681193,0.383238867,0.025,0.46775815,235.290823,140.8280567,167.4302008,10.9,203.7138742,0.539657851,0.32300013,0.384014222,0.025,0.467233656
436,0.540789474,0.323684211,0.383448847,0.025,0.467739423,235.8316125,141.1517409,167.8136497,10.925,204.1816136,0.539660441,0.323001696,0.384012928,0.025,0.467234814
437,0.54086758,0.323687215,0.383555995,0.025,0.467754785,236.3724801,141.4754282,168.1972057,10.95,204.6493684,0.539663197,0.323003261,0.384011885,0.025,0.467236001
438,0.54094533,0.323604784,0.383650401,0.025,0.467736151,236.9134254,141.7990329,168.5808561,10.975,205.1171045,0.539666117,0.323004631,0.384011062,0.025,0.46723714
439,0.540909091,0.3234375,0.383687559,0.025,0.467717602,237.4543345,142.1224704,168.9645436,11,205.5848221,0.539668942,0.323005615,0.384010326,0.025,0.467238232
440,0.541014739,0.323270975,0.383696204,0.025,0.467665364,237.9953492,142.4457414,169.3482398,11.025,206.0524875,0.539671994,0.323006216,0.384009614,0.025,0.467239201
441,0.540865385,0.323303167,0.38365863,0.025,0.467680755,238.5362146,142.7690446,169.7318985,11.05,206.5201682,0.539674694,0.323006888,0.38400882,0.025,0.4672402
442,0.540829571,0.323278781,0.383849817,0.025,0.467705682,239.0770442,143.0923234,170.1157483,11.075,206.9878739,0.539677301,0.323007502,0.384008461,0.025,0.46724125
443,0.540878378,0.323170045,0.383954614,0.025,0.467735288,239.6179226,143.4154934,170.4997029,11.1,207.4556092,0.539680006,0.323007868,0.38400834,0.025,0.467242363
444,0.540955056,0.323174157,0.38405894,0.025,0.467745637,240.1588776,143.7386676,170.8837618,11.125,207.9233548,0.539682871,0.323008242,0.384008454,0.025,0.467243494
445,0.540835202,0.323178251,0.384077653,0.025,0.467779792,240.6997128,144.0618458,171.2678395,11.15,208.3911346,0.539685455,0.323008623,0.384008609,0.025,0.467244696
446,0.54082774,0.323210291,0.384057345,0.025,0.467794755,241.2405406,144.3850561,171.6518968,11.175,208.8589294,0.53968801,0.323009074,0.384008718,0.025,0.467245927
447,0.540820312,0.323102679,0.384104234,0.025,0.467776406,241.7813609,144.7081588,172.0360011,11.2,209.3267058,0.539690538,0.323009283,0.384008931,0.025,0.467247111
448,0.540812918,0.322967706,0.384038145,0.025,0.467762877,242.3221738,145.0311265,172.4200392,11.225,209.7944687,0.539693037,0.32300919,0.384008996,0.025,0.46724826
449,0.540805556,0.323027778,0.38401806,0.025,0.467739953,242.8629794,145.3541543,172.8040573,11.25,210.2622086,0.53969551,0.323009232,0.384009016,0.025,0.467249353
450,0.540853659,0.323087583,0.383840188,0.025,0.467773742,243.403833,145.6772419,173.1878975,11.275,210.7299824,0.539698078,0.323009405,0.384008642,0.025,0.467250515
451,0.540790929,0.323091814,0.383803127,0.025,0.467717944,243.944624,146.0003337,173.5717006,11.3,211.1977003,0.539700495,0.323009588,0.384008187,0.025,0.467251549
452,0.54089404,0.32312362,0.383850058,0.025,0.467732845,244.485518,146.3234573,173.9555507,11.325,211.6654332,0.53970313,0.32300984,0.384007838,0.025,0.467252612
453,0.540969163,0.323182819,0.383795266,0.025,0.467714875,245.0264872,146.6466401,174.3393459,11.35,212.133148,0.539705919,0.323010221,0.38400737,0.025,0.46725363
454,0.540961538,0.323104396,0.383675087,0.025,0.467748422,245.5674487,146.9697445,174.723021,11.375,212.6008965,0.539708678,0.323010427,0.38400664,0.025,0.467254717
455,0.540953947,0.322944079,0.383694232,0.025,0.467683837,246.1084026,147.2926886,175.1067152,11.4,213.0685803,0.539711409,0.323010282,0.384005954,0.025,0.467255659
456,0.540919037,0.322866521,0.383630197,0.025,0.46768006,246.6493217,147.6155551,175.4903454,11.425,213.5362604,0.539714052,0.323009967,0.384005132,0.025,0.467256587
457,0.540966157,0.322843886,0.383566442,0.025,0.467634489,247.1902878,147.938399,175.8739119,11.45,214.0038948,0.539716786,0.323009605,0.384004174,0.025,0.467257412
458,0.540985839,0.322739651,0.383558121,0.025,0.467644741,247.7312737,148.2611386,176.25747,11.475,214.4715396,0.53971955,0.323009017,0.384003203,0.025,0.467258256
459,0.541032609,0.322826087,0.383539516,0.025,0.4676642,248.2723063,148.5839647,176.6410095,11.5,214.9392038,0.539722405,0.323008619,0.384002195,0.025,0.467259139
460,0.541133406,0.322912148,0.383531289,0.025,0.467692805,248.8134397,148.9068769,177.0245408,11.525,215.4068966,0.539725466,0.32300841,0.384001173,0.025,0.467260079
461,0.541341991,0.322970779,0.383512823,0.025,0.467684443,249.3547817,149.2298477,177.4080536,11.55,215.874581,0.539728965,0.323008328,0.384000116,0.025,0.467260998
462,0.541333693,0.323164147,0.383440441,0.025,0.467708285,249.8961154,149.5530118,177.7914941,11.575,216.3422893,0.539732431,0.323008665,0.383998907,0.025,0.467261964
463,0.541298491,0.323248922,0.383377919,0.025,0.467745781,250.4374139,149.8762607,178.174872,11.6,216.8100351,0.539735806,0.323009183,0.383997569,0.025,0.467263007
464,0.541263441,0.323306452,0.383342889,0.025,0.467746511,250.9786773,150.1995672,178.5582149,11.625,217.2777816,0.539739091,0.323009822,0.383996161,0.025,0.467264046
465,0.541389485,0.323256438,0.383324985,0.025,0.467738106,251.5200668,150.5228236,178.9415399,11.65,217.7455197,0.539742633,0.323010351,0.383994721,0.025,0.467265064
466,0.541327623,0.323260171,0.383387459,0.025,0.467702401,252.0613944,150.8460838,179.3249273,11.675,218.2132221,0.539746027,0.323010886,0.38399342,0.025,0.467266
467,0.541239316,0.32321047,0.383677202,0.025,0.467744135,252.6026337,151.1692943,179.7086045,11.7,218.6809662,0.539749217,0.323011313,0.383992745,0.025,0.467267022
468,0.541151386,0.323294243,0.383668822,0.025,0.467717643,253.1437851,151.4925885,180.0922734,11.725,219.1486839,0.539752207,0.323011916,0.383992054,0.025,0.467267983
469,0.541090426,0.32337766,0.383606612,0.025,0.467750113,253.6848755,151.8159662,180.47588,11.75,219.616434,0.539755054,0.323012694,0.383991234,0.025,0.467269009
470,0.541109342,0.323487261,0.383614879,0.025,0.467773411,254.2259849,152.1394534,180.8594948,11.775,220.0842074,0.53975793,0.323013702,0.383990435,0.025,0.467270079
471,0.541154661,0.323463983,0.383553047,0.025,0.467710963,254.7671395,152.4629174,181.2430479,11.8,220.5519184,0.539760889,0.323014656,0.383989508,0.025,0.467271014
472,0.54109408,0.323387949,0.383437954,0.025,0.467738743,255.3082336,152.7863054,181.6264858,11.825,221.0196571,0.539763707,0.323015445,0.383988342,0.025,0.467272002
473,0.541033755,0.323312236,0.383456872,0.025,0.467730496,255.8492674,153.1096176,182.0099427,11.85,221.4873876,0.539766387,0.323016071,0.383987221,0.025,0.46727297
474,0.541105263,0.323236842,0.383449061,0.025,0.467784994,256.3903726,153.4328544,182.3933918,11.875,221.9551726,0.539769206,0.323016536,0.383986088,0.025,0.467274048
475,0.54112395,0.323214286,0.38341469,0.025,0.467763276,256.9314966,153.7560687,182.7768065,11.9,222.4229359,0.539772052,0.323016951,0.383984888,0.025,0.467275075
476,0.541116352,0.323244235,0.38351315,0.025,0.467795174,257.4726129,154.079313,183.1603196,11.925,222.8907311,0.53977487,0.323017428,0.383983899,0.025,0.467276166
477,0.541134937,0.323300209,0.383478789,0.025,0.467777976,258.0137479,154.4026132,183.5437984,11.95,223.358509,0.539777715,0.323018019,0.383982842,0.025,0.467277216
478,0.541153445,0.323277662,0.383497424,0.025,0.467791942,258.5549013,154.7258908,183.9272958,11.975,223.826301,0.539780587,0.323018561,0.383981828,0.025,0.46727829
479,0.541276042,0.323255208,0.383499753,0.025,0.467823582,259.0961774,155.049146,184.3107956,12,224.2941246,0.539783703,0.323019054,0.383980824,0.025,0.467279426
480,0.541320166,0.323180873,0.3835709,0.025,0.467819702,259.6374975,155.3723269,184.6943665,12.025,224.7619443,0.539786897,0.323019391,0.383979972,0.025,0.467280549
481,0.541338174,0.323236515,0.383720538,0.025,0.467842324,260.1788357,155.6955634,185.078087,12.05,225.2297866,0.539790116,0.323019841,0.383979434,0.025,0.467281715
482,0.541330228,0.323291925,0.383754242,0.025,0.46780318,260.7201659,156.0188553,185.4618413,12.075,225.6975898,0.539793304,0.323020404,0.383978967,0.025,0.467282795
