Key,H2X,SHAP,LIME,LEMNA,I-MAD,H2X,SHAP,LIME,LEMNA,I-MAD,H2X,SHAP,LIME,LEMNA,I-MAD
159,0.53984375,0.323046875,0.381776184,0.025,0.467832447,86.16497915,51.33663873,61.41123763,4,74.63987515,0.53853112,0.320853992,0.383820235,0.025,0.46649922
160,0.539984472,0.322593168,0.382078069,0.025,0.467807586,86.70496362,51.6592319,61.7933157,4.025,75.10768273,0.538540147,0.320864794,0.383809414,0.025,0.466507346
161,0.540046296,0.322762346,0.382376228,0.025,0.4678487,87.24500992,51.98199425,62.17569192,4.05,75.57553143,0.538549444,0.320876508,0.383800567,0.025,0.466515626
162,0.539953988,0.322699387,0.382670728,0.025,0.467797938,87.78496391,52.30469363,62.55836265,4.075,76.04332937,0.538558061,0.320887691,0.383793636,0.025,0.466523493
163,0.539939024,0.322713415,0.382807268,0.025,0.467838609,88.32490293,52.62740705,62.94116992,4.1,76.51116798,0.538566481,0.320898823,0.383787621,0.025,0.466531512
164,0.539924242,0.322651515,0.383062981,0.025,0.467930368,88.86482717,52.95005856,63.3242329,4.125,76.97909835,0.53857471,0.320909446,0.38378323,0.025,0.46653999
165,0.539909639,0.323042169,0.38296675,0.025,0.467815945,89.40473681,53.27310073,63.70719965,4.15,77.44691429,0.538582752,0.320922294,0.383778311,0.025,0.466547676
166,0.54011976,0.323128743,0.382795874,0.025,0.467843037,89.94485657,53.59622948,64.08999552,4.175,77.91475733,0.538591956,0.320935506,0.383772428,0.025,0.466555433
167,0.540104167,0.3234375,0.382853071,0.025,0.467831814,90.48496074,53.91966698,64.4728486,4.2,78.38258914,0.538600957,0.320950399,0.383766956,0.025,0.466563031
168,0.539866864,0.323150888,0.38275979,0.025,0.46793403,91.0248276,54.24281786,64.85560839,4.225,78.85052317,0.538608447,0.320963419,0.383760996,0.025,0.466571143
169,0.539558824,0.323308824,0.382593147,0.025,0.467997497,91.56438643,54.56612669,65.23820153,4.25,79.31852067,0.538614038,0.320977216,0.383754127,0.025,0.466579533
170,0.539473684,0.322880117,0.382650526,0.025,0.467935797,92.10386011,54.8890068,65.62085206,4.275,79.78645647,0.538619065,0.320988344,0.383747673,0.025,0.466587465
171,0.53931686,0.322601744,0.382486456,0.025,0.467961405,92.64317697,55.21160855,66.00333851,4.3,80.25441787,0.538623122,0.320997724,0.38374034,0.025,0.466595453
172,0.53916185,0.32232659,0.382177944,0.025,0.467912926,93.18233882,55.53393514,66.38551646,4.325,80.7223308,0.538626236,0.321005405,0.383731309,0.025,0.466603068
173,0.539295977,0.322485632,0.382091224,0.025,0.467962827,93.7216348,55.85642077,66.76760768,4.35,81.19029362,0.538630085,0.321013912,0.383721883,0.025,0.466610883
174,0.539357143,0.322214286,0.381788496,0.025,0.467817629,94.26099194,56.17863506,67.14939618,4.375,81.65811125,0.53863424,0.321020772,0.383710835,0.025,0.466617779
175,0.539630682,0.322301136,0.38202309,0.025,0.467770793,94.80062262,56.50093619,67.53141927,4.4,82.12588205,0.538639901,0.321028047,0.383701246,0.025,0.46662433
176,0.539689266,0.321892655,0.382762058,0.025,0.467772569,95.34031189,56.82282885,67.91418133,4.425,82.59365462,0.53864583,0.321032931,0.38369594,0.025,0.466630817
177,0.539255618,0.321769663,0.382674005,0.025,0.467738465,95.87956751,57.14459851,68.29685533,4.45,83.06139308,0.538649256,0.32103707,0.383690198,0.025,0.46663704
178,0.53924581,0.321648045,0.382657652,0.025,0.467716629,96.41881332,57.46624656,68.67951298,4.475,83.52910971,0.538652588,0.321040484,0.38368443,0.025,0.466643071
179,0.539444444,0.321458333,0.382711804,0.025,0.467825059,96.95825776,57.78770489,69.06222479,4.5,83.99693477,0.538656988,0.321042805,0.383679027,0.025,0.466649638
180,0.539502762,0.321685083,0.382531076,0.025,0.467897026,97.49776052,58.10938997,69.44475586,4.525,84.46483179,0.53866166,0.321046353,0.383672684,0.025,0.466656529
181,0.539285714,0.321840659,0.382401644,0.025,0.467851298,98.03704624,58.43123063,69.82715751,4.55,84.93268309,0.538665089,0.321050718,0.383665701,0.025,0.466663094
182,0.539344262,0.322199454,0.382940502,0.025,0.467817696,98.5763905,58.75343008,70.21009801,4.575,85.40050079,0.538668801,0.321056995,0.383661738,0.025,0.466669403
183,0.539402174,0.322146739,0.383542297,0.025,0.467784459,99.11579267,59.07557682,70.59364031,4.6,85.86828525,0.538672786,0.321062918,0.383661089,0.025,0.466675463
184,0.539527027,0.322297297,0.383428555,0.025,0.467855089,99.6553197,59.39787412,70.97706886,4.625,86.33614034,0.538677404,0.32106959,0.383659832,0.025,0.46668184
185,0.539717742,0.322446237,0.383181627,0.025,0.46781057,100.1950374,59.72032036,71.36025049,4.65,86.80395091,0.538682997,0.321076991,0.383657261,0.025,0.466687908
186,0.539304813,0.322326203,0.38346353,0.025,0.467903061,100.7343423,60.04264656,71.74371402,4.675,87.27185397,0.538686322,0.321083671,0.383656225,0.025,0.466694406
187,0.539361702,0.322207447,0.383418511,0.025,0.467870077,101.273704,60.36485401,72.12713253,4.7,87.73972404,0.538689915,0.321089649,0.38365496,0.025,0.46670066
188,0.539219577,0.32228836,0.383440107,0.025,0.46780367,101.8129235,60.68714237,72.51057264,4.725,88.20752771,0.538692717,0.321095991,0.383653823,0.025,0.466706496
189,0.539144737,0.322631579,0.38375378,0.025,0.467838746,102.3520683,61.00977395,72.89432642,4.75,88.67536646,0.538695096,0.321104073,0.38365435,0.025,0.466712455
190,0.539267016,0.322971204,0.383865348,0.025,0.467817756,102.8913353,61.33274515,73.27819176,4.775,89.14318422,0.538698091,0.321113849,0.383655454,0.025,0.466718242
191,0.539388021,0.323177083,0.38375407,0.025,0.467841312,103.4307233,61.65592223,73.66194583,4.8,89.61102553,0.538701684,0.321124595,0.383655968,0.025,0.466724091
192,0.539443005,0.32357513,0.383405374,0.025,0.46790872,103.9701663,61.97949736,74.04535121,4.825,90.07893425,0.538705525,0.321137292,0.383654669,0.025,0.466730229
193,0.539561856,0.323775773,0.38364751,0.025,0.467876727,104.5097282,62.30327314,74.42899872,4.85,90.54681098,0.538709939,0.321150892,0.383654633,0.025,0.466736139
194,0.539551282,0.323846154,0.383627506,0.025,0.467965085,105.0492795,62.62711929,74.81262622,4.875,91.01477606,0.538714254,0.321164714,0.383654493,0.025,0.466742441
195,0.539859694,0.323852041,0.383736872,0.025,0.468030829,105.5891391,62.95097133,75.1963631,4.9,91.48280689,0.538720098,0.321178425,0.383654914,0.025,0.466749015
196,0.539593909,0.323540609,0.383692523,0.025,0.467923102,106.1287331,63.27451194,75.58005562,4.925,91.95072999,0.538724533,0.321190416,0.383655105,0.025,0.466754975
197,0.539520202,0.32354798,0.383672595,0.025,0.467934666,106.6682533,63.59805992,75.96372821,4.95,92.41866466,0.538728552,0.321202323,0.383655193,0.025,0.466760933
198,0.539572864,0.323743719,0.383503386,0.025,0.467903347,107.2078261,63.92180364,76.3472316,4.975,92.886568,0.538732795,0.321215094,0.38365443,0.025,0.466766673
199,0.5395625,0.32375,0.383231439,0.025,0.46787234,107.7473886,64.24555364,76.73046304,5,93.35444034,0.538736943,0.321227768,0.383652315,0.025,0.466772202
200,0.539427861,0.323818408,0.38308815,0.025,0.467788716,108.2868165,64.56937205,77.11355119,5.025,93.82222906,0.538740381,0.321240657,0.383649508,0.025,0.466777259
201,0.539356436,0.323638614,0.383008944,0.025,0.46777965,108.8261729,64.89301066,77.49656013,5.05,94.29000871,0.53874343,0.321252528,0.383646337,0.025,0.466782221
202,0.539408867,0.323768473,0.383179942,0.025,0.46772875,109.3655818,65.21677913,77.87974007,5.075,94.75773746,0.538746708,0.321264922,0.38364404,0.025,0.466786884
203,0.539644608,0.323958333,0.382852862,0.025,0.467720067,109.9052264,65.54073747,78.26259294,5.1,95.22545753,0.53875111,0.321278125,0.383640161,0.025,0.466791458
204,0.539573171,0.323902439,0.383119434,0.025,0.467763363,110.4447996,65.86463991,78.64571237,5.125,95.69322089,0.53875512,0.321290926,0.383637621,0.025,0.466796199
205,0.539684466,0.323968447,0.383348853,0.025,0.467733939,110.984484,66.18860835,79.02906122,5.15,96.16095483,0.538759631,0.321303924,0.38363622,0.025,0.466800752
206,0.539492754,0.323913043,0.383025697,0.025,0.4677048,111.5239768,66.5125214,79.41208692,5.175,96.62865963,0.538763173,0.321316528,0.38363327,0.025,0.466805119
207,0.539603365,0.324098558,0.383070791,0.025,0.467768003,112.0635801,66.83661995,79.79515771,5.2,97.09642763,0.538767212,0.321329904,0.383630566,0.025,0.466809748
208,0.539712919,0.324162679,0.383236584,0.025,0.46773898,112.6032931,67.16078263,80.1783943,5.225,97.56416661,0.538771737,0.321343458,0.383628681,0.025,0.466814194
209,0.539761905,0.324107143,0.383375933,0.025,0.467710233,113.143055,67.48488978,80.56177023,5.25,98.03187685,0.538776452,0.321356618,0.383627477,0.025,0.466818461
210,0.539751185,0.323992891,0.3835987,0.025,0.467722093,113.6828062,67.80888267,80.94536893,5.275,98.49959894,0.538781072,0.321369112,0.383627341,0.025,0.466822744
211,0.539858491,0.323938679,0.383580531,0.025,0.467633481,114.2226646,68.13282135,81.32894946,5.3,98.96723242,0.538786154,0.321381233,0.38362712,0.025,0.466826568
212,0.539671362,0.323826291,0.383540247,0.025,0.467615623,114.762336,68.45664764,81.71248971,5.325,99.43484804,0.53879031,0.321392712,0.383626712,0.025,0.466830272
213,0.539661215,0.323831776,0.383441928,0.025,0.467568105,115.3019972,68.78047941,82.09593163,5.35,99.90241615,0.53879438,0.321404109,0.383625849,0.025,0.46683372
214,0.539593023,0.32372093,0.38330699,0.025,0.46761999,115.8415902,69.10420034,82.47923862,5.375,100.3700361,0.538798094,0.321414885,0.383624366,0.025,0.466837377
215,0.539467593,0.324016204,0.383731495,0.025,0.467592593,116.3810578,69.42821655,82.86297012,5.4,100.8376287,0.538801194,0.321426928,0.383624862,0.025,0.466840874
216,0.539458525,0.324078341,0.383771465,0.025,0.467653692,116.9205164,69.75229489,83.24674158,5.425,101.3052824,0.538804223,0.321439147,0.383625537,0.025,0.466844619
217,0.539392202,0.324139908,0.383811069,0.025,0.467538552,117.4599086,70.0764348,83.63055265,5.45,101.772821,0.53880692,0.321451536,0.383626388,0.025,0.466847803
218,0.539440639,0.324143836,0.383770836,0.025,0.467531332,117.9993492,70.40057863,84.01432349,5.475,102.2403523,0.538809814,0.321463829,0.383627048,0.025,0.466850924
219,0.539318182,0.324147727,0.383730968,0.025,0.467495164,118.5386674,70.72472636,84.39805446,5.5,102.7078475,0.538812125,0.321476029,0.38362752,0.025,0.466853852
220,0.53908371,0.3239819,0.383884772,0.025,0.467507461,119.0777511,71.04870826,84.78193923,5.525,103.1753549,0.538813353,0.321487368,0.383628684,0.025,0.46685681
221,0.539132883,0.323873874,0.383901057,0.025,0.467529231,119.616884,71.37258213,85.16584029,5.55,103.6428842,0.538814793,0.321498118,0.383629911,0.025,0.466859839
222,0.539181614,0.324103139,0.383731787,0.025,0.467455395,120.1560656,71.69668527,85.54957207,5.575,104.1103396,0.538816438,0.321509799,0.383630368,0.025,0.466862509
223,0.539118304,0.323995536,0.383581198,0.025,0.467458207,120.6951839,72.02068081,85.93315327,5.6,104.5777978,0.538817785,0.321520896,0.383630149,0.025,0.466865169
224,0.539333333,0.324055556,0.383620415,0.025,0.46744208,121.2345172,72.34473636,86.31677369,5.625,105.0452398,0.538820077,0.321532162,0.383630105,0.025,0.466867733
225,0.53960177,0.324391593,0.383491256,0.025,0.467416682,121.774119,72.66912796,86.70026494,5.65,105.5126565,0.538823535,0.321544814,0.383629491,0.025,0.466870162
226,0.539592511,0.324174009,0.383363235,0.025,0.467466492,122.3137115,72.99330197,87.08362818,5.675,105.980123,0.538826923,0.321556396,0.383628318,0.025,0.466872789
227,0.539528509,0.324451754,0.383402892,0.025,0.467525196,122.85324,73.31775372,87.46703107,5.7,106.4476482,0.53883,0.321569095,0.383627329,0.025,0.46687565
228,0.539465066,0.324508734,0.383497479,0.025,0.467490477,123.3927051,73.64226245,87.85052855,5.725,106.9151387,0.538832773,0.321581932,0.383626762,0.025,0.466878335
229,0.539184783,0.324782609,0.383569229,0.025,0.46746531,123.9318899,73.96704506,88.23409778,5.75,107.382604,0.538834304,0.321595848,0.383626512,0.025,0.466880887
230,0.539231602,0.324837662,0.383497884,0.025,0.467495625,124.4711215,74.29188273,88.61759566,5.775,107.8500996,0.538836024,0.321609882,0.383625955,0.025,0.466883548
231,0.539439655,0.324946121,0.383569014,0.025,0.467424798,125.0105611,74.61682885,89.00116467,5.8,108.3175244,0.538838626,0.321624262,0.38362571,0.025,0.466885881
232,0.539538627,0.325,0.383335301,0.025,0.467500685,125.5500998,74.94182885,89.38449997,5.825,108.7850251,0.53884163,0.32163875,0.383624463,0.025,0.46688852
233,0.539583333,0.325160256,0.383644536,0.025,0.467503182,126.0896831,75.2669891,89.76814451,5.85,109.2525283,0.5388448,0.3216538,0.383624549,0.025,0.466891147
234,0.539734043,0.325106383,0.383767325,0.025,0.467569036,126.6294171,75.59209549,90.15191183,5.875,109.7200973,0.538848584,0.321668491,0.383625157,0.025,0.466894031
235,0.539565678,0.325211864,0.383857562,0.025,0.467652362,127.1689828,75.91730735,90.5357694,5.9,110.1877497,0.538851622,0.321683506,0.383626142,0.025,0.466897244
236,0.539451477,0.324947257,0.384267499,0.025,0.467672143,127.7084343,76.24225461,90.9200369,5.925,110.6554218,0.538854153,0.321697277,0.383628848,0.025,0.466900514
237,0.539548319,0.325105042,0.384333602,0.025,0.467691758,128.2479826,76.56735965,91.3043705,5.95,111.1231136,0.53885707,0.321711595,0.383631809,0.025,0.466903839
238,0.539539749,0.325,0.384399152,0.025,0.467657794,128.7875224,76.89235965,91.68876965,5.975,111.5907714,0.538859926,0.321725354,0.383635019,0.025,0.466906993
239,0.539635417,0.325104167,0.384307905,0.025,0.467606383,129.3271578,77.21746382,92.07307755,6,112.0583778,0.538863157,0.321739433,0.383637823,0.025,0.466909907
240,0.539678423,0.325103734,0.384131408,0.025,0.467573056,129.8668362,77.54256755,92.45720896,6.025,112.5259508,0.53886654,0.321753392,0.383639871,0.025,0.466912659
241,0.539514463,0.325051653,0.384060984,0.025,0.467592755,130.4063507,77.8676192,92.84126995,6.05,112.9935436,0.538869218,0.321767021,0.383641611,0.025,0.466915469
242,0.539454733,0.32494856,0.384023696,0.025,0.467629805,130.9458054,78.19256776,93.22529364,6.075,113.4611734,0.538871627,0.321780114,0.383643184,0.025,0.466918409
243,0.539497951,0.324590164,0.38429409,0.025,0.467561911,131.4853033,78.51715793,93.60958773,6.1,113.9287353,0.538874194,0.321791631,0.383645851,0.025,0.466921046
244,0.539591837,0.324693878,0.384205135,0.025,0.467572731,132.0248952,78.8418518,93.99379287,6.125,114.396308,0.538877123,0.321803477,0.383648134,0.025,0.466923706
245,0.539735772,0.324949187,0.384495749,0.025,0.46752292,132.564631,79.16680099,94.37828862,6.15,114.8638309,0.538880614,0.321816264,0.38365158,0.025,0.466926142
246,0.539878543,0.324949393,0.384710341,0.025,0.467456284,133.1045095,79.49175038,94.76299896,6.175,115.3312872,0.538884654,0.321828949,0.383655866,0.025,0.466928288
247,0.540020161,0.32484879,0.384690327,0.025,0.467415923,133.6445297,79.81659917,95.14768928,6.2,115.7987032,0.538889232,0.321841126,0.383660037,0.025,0.466930255
248,0.539809237,0.325351406,0.384975491,0.025,0.4674357,134.1843389,80.14195058,95.53266478,6.225,116.2661389,0.538892927,0.321855223,0.38366532,0.025,0.466932285
249,0.5398,0.3254,0.384802678,0.025,0.467395745,134.7241389,80.46735058,95.91746745,6.25,116.7335346,0.538896556,0.321869402,0.38366987,0.025,0.466934138
250,0.539890438,0.325697211,0.385034691,0.025,0.467449352,135.2640293,80.79304779,96.30250214,6.275,117.2009839,0.538900515,0.321884653,0.383675307,0.025,0.466936191
251,0.540029762,0.325793651,0.385044474,0.025,0.467451874,135.8040591,81.11884144,96.68754662,6.3,117.6684358,0.538904996,0.321900164,0.383680741,0.025,0.466938237
252,0.540019763,0.325741107,0.384955365,0.025,0.467488016,136.3440789,81.44458255,97.07250198,6.325,118.1359238,0.538909403,0.321915346,0.383685779,0.025,0.46694041
253,0.540206693,0.325442913,0.385134201,0.025,0.46750712,136.8842855,81.77002546,97.45763618,6.35,118.603431,0.53891451,0.321929234,0.383691481,0.025,0.466942642
254,0.540098039,0.325490196,0.384981337,0.025,0.467476012,137.4243836,82.09551566,97.84261752,6.375,119.070907,0.538919151,0.321943199,0.383696539,0.025,0.466944733
255,0.539941406,0.325537109,0.384942348,0.025,0.467578125,137.964325,82.42105277,98.22755987,6.4,119.5384851,0.538923145,0.321957237,0.383701406,0.025,0.466947207
256,0.539931907,0.325437743,0.385217654,0.025,0.467588377,138.5042569,82.74649051,98.61277752,6.425,120.0060735,0.53892707,0.32197078,0.383707306,0.025,0.466949702
257,0.539874031,0.325436047,0.385098324,0.025,0.467557315,139.0441309,83.07192656,98.99787585,6.45,120.4736308,0.53893074,0.321984211,0.383712697,0.025,0.466952057
258,0.539816602,0.325289575,0.384833294,0.025,0.467534708,139.5839475,83.39721613,99.38270914,6.475,120.9411655,0.53893416,0.321996973,0.383717024,0.025,0.466954307
259,0.539855769,0.325576923,0.384507013,0.025,0.467520458,140.1238033,83.72279306,99.76721615,6.5,121.408686,0.538937705,0.322010743,0.383720062,0.025,0.466956484
260,0.539990421,0.325478927,0.38468277,0.025,0.467563381,140.6637937,84.04827198,100.1518989,6.525,121.8762493,0.538941738,0.322024031,0.383723751,0.025,0.46695881
261,0.540028626,0.325763359,0.384598103,0.025,0.467605977,141.2038224,84.37403534,100.536497,6.55,122.3438553,0.538945887,0.322038303,0.383727088,0.025,0.46696128
262,0.540256654,0.325807985,0.384435267,0.025,0.467543079,141.744079,84.69984333,100.9209323,6.575,122.8113984,0.538950871,0.322052636,0.383729781,0.025,0.466963492
263,0.540435606,0.325568182,0.384321612,0.025,0.467553191,142.2845146,85.02541151,101.3052539,6.6,123.2789516,0.538956495,0.322065953,0.383732022,0.025,0.466965726
264,0.540283019,0.325518868,0.384399882,0.025,0.467523083,142.8247976,85.35093038,101.6896538,6.625,123.7464747,0.5389615,0.322078983,0.383734543,0.025,0.466967829
265,0.540366541,0.325422932,0.384287215,0.025,0.467509199,143.3651642,85.67635331,102.073941,6.65,124.2139839,0.538966783,0.322091554,0.38373662,0.025,0.466969864
266,0.540355805,0.325374532,0.384392881,0.025,0.467519324,143.90552,86.00172784,102.4583339,6.675,124.6815032,0.538971985,0.32210385,0.383739078,0.025,0.466971922
267,0.540345149,0.325279851,0.384684325,0.025,0.467473801,144.4458651,86.32700769,102.8430182,6.7,125.148977,0.538977109,0.3221157,0.383742605,0.025,0.466973795
268,0.540288104,0.324953532,0.38466597,0.025,0.467491893,144.9861532,86.65196122,103.2276842,6.725,125.6164689,0.538981982,0.32212625,0.383746038,0.025,0.466975721
269,0.540324074,0.324861111,0.384998167,0.025,0.467525611,145.5264773,86.97682233,103.6126823,6.75,126.0839945,0.538986953,0.322136379,0.383750675,0.025,0.466977757
270,0.540313653,0.324907749,0.384838661,0.025,0.467566931,146.066791,87.30173008,103.997521,6.775,126.5515614,0.538991849,0.322146605,0.38375469,0.025,0.466979931
271,0.540303309,0.324724265,0.384866479,0.025,0.467592303,146.6070943,87.62645435,104.3823875,6.8,127.0191537,0.53899667,0.322156082,0.383758778,0.025,0.466982183
272,0.540384615,0.32481685,0.384986827,0.025,0.467594108,147.1474789,87.9512712,104.7673743,6.825,127.4867478,0.539001754,0.322165829,0.383763276,0.025,0.466984424
273,0.540419708,0.325273723,0.38504162,0.025,0.467541544,147.6878986,88.27654492,105.1524159,6.85,127.9542894,0.539006929,0.322177171,0.383767941,0.025,0.466986458
274,0.540318182,0.325318182,0.385232377,0.025,0.467520309,148.2282168,88.6018631,105.5376483,6.875,128.4218097,0.539011697,0.322188593,0.383773267,0.025,0.466988399
275,0.540262681,0.325271739,0.385350092,0.025,0.467599445,148.7684795,88.92713484,105.9229984,6.9,128.8894091,0.53901623,0.322199764,0.38377898,0.025,0.466990613
276,0.540117329,0.325315884,0.385312727,0.025,0.467624241,149.3085968,89.25245073,106.3083111,6.925,129.3570334,0.539020205,0.322211013,0.383784517,0.025,0.4669929
277,0.540017986,0.325089928,0.385217984,0.025,0.467557018,149.8486148,89.57754065,106.6935291,6.95,129.8245904,0.539023794,0.322221369,0.383789673,0.025,0.466994929
278,0.540232975,0.325089606,0.385136558,0.025,0.467597041,150.3888477,89.90263026,107.0786657,6.975,130.2921874,0.539028128,0.32223165,0.383794501,0.025,0.466997088
279,0.540089286,0.324910714,0.385455209,0.025,0.467644377,150.928937,90.22754097,107.4641209,7,130.7598318,0.539031918,0.322241218,0.383800432,0.025,0.466999399
280,0.539991103,0.324911032,0.385299754,0.025,0.467676232,151.4689281,90.55245201,107.8494206,7.025,131.227508,0.539035331,0.322250719,0.383805767,0.025,0.467001808
281,0.540115248,0.324955674,0.385280062,0.025,0.467624868,152.0090434,90.87740768,108.2347007,7.05,131.6951329,0.539039161,0.322260311,0.383810995,0.025,0.467004017
282,0.540106007,0.324867491,0.385171053,0.025,0.467664085,152.5491494,91.20227517,108.6198718,7.075,132.162797,0.539042931,0.322269524,0.383815801,0.025,0.46700635
283,0.540184859,0.324823944,0.385399324,0.025,0.467635601,153.0893342,91.52709912,109.0052711,7.1,132.6304326,0.539046952,0.322278518,0.383821377,0.025,0.467008565
284,0.540131579,0.324824561,0.385423905,0.025,0.467629713,153.6294658,91.85192368,109.390695,7.125,133.0980623,0.539050757,0.322287451,0.383827,0.025,0.467010745
285,0.540166084,0.324868881,0.385387458,0.025,0.467661062,154.1696319,92.17679256,109.7760824,7.15,133.5657234,0.539054657,0.322296477,0.383832456,0.025,0.467013019
286,0.539939024,0.324825784,0.385394819,0.025,0.467566165,154.7095709,92.50161834,110.1614773,7.175,134.0332895,0.539057738,0.32230529,0.3838379,0.025,0.467014946
287,0.540060764,0.324913194,0.385402129,0.025,0.467538416,155.2496317,92.82653154,110.5468794,7.2,134.500828,0.539061221,0.322314346,0.383843331,0.025,0.467016764
288,0.540181661,0.324870242,0.38538256,0.025,0.467562394,155.7898134,93.15140178,110.9322619,7.225,134.9683903,0.539065098,0.32232319,0.383848657,0.025,0.467018652
289,0.54012931,0.324913793,0.385581372,0.025,0.467542186,156.3299427,93.47631557,111.3178433,7.25,135.4359325,0.539068768,0.322332123,0.383854632,0.025,0.467020457
290,0.539862543,0.325042955,0.385416144,0.025,0.46744169,156.8698052,93.80135853,111.7032595,7.275,135.9033742,0.539071496,0.322341438,0.383859998,0.025,0.467021905
291,0.540068493,0.325128425,0.385764648,0.025,0.46745118,157.4098737,94.12648695,112.0890241,7.3,136.3708254,0.53907491,0.322350983,0.383866521,0.025,0.467023375
292,0.540017065,0.325170648,0.385571301,0.025,0.467467867,157.9498908,94.4516576,112.4745954,7.325,136.8382933,0.539078125,0.322360606,0.383872339,0.025,0.467024892
293,0.539965986,0.325382653,0.385662895,0.025,0.467520625,158.4898568,94.77704025,112.8602583,7.35,137.3058139,0.539081145,0.322370885,0.38387843,0.025,0.467026578
294,0.539872881,0.325466102,0.385428295,0.025,0.467500902,159.0297296,95.10250635,113.2456866,7.375,137.7733148,0.539083829,0.322381377,0.383883683,0.025,0.467028186
295,0.539907095,0.325464527,0.385323572,0.025,0.467553191,159.5696367,95.42797088,113.6310102,7.4,138.240868,0.539086611,0.322391794,0.383888548,0.025,0.467029959
296,0.53989899,0.325252525,0.385580188,0.025,0.467511999,160.1095357,95.75322341,114.0165904,7.425,138.70838,0.539089346,0.322401426,0.383894244,0.025,0.467031582
297,0.539848993,0.325125839,0.385712469,0.025,0.467499643,160.6493847,96.07834924,114.4023028,7.45,139.1758796,0.539091895,0.322410568,0.383900345,0.025,0.467033153
298,0.540050167,0.325167224,0.385650182,0.025,0.467522949,161.1894349,96.40351647,114.787953,7.475,139.6434026,0.5390951,0.322419788,0.383906197,0.025,0.467034791
299,0.540083333,0.325333333,0.385732203,0.025,0.467496454,161.7295182,96.7288498,115.1736852,7.5,140.110899,0.539098394,0.322429499,0.383912284,0.025,0.46703633
300,0.540157807,0.325207641,0.385696548,0.025,0.467455998,162.269676,97.05405744,115.5593818,7.525,140.578355,0.539101914,0.322438729,0.383918212,0.025,0.467037724
301,0.54031457,0.324917219,0.385467273,0.025,0.4674299,162.8099906,97.37897466,115.944849,7.55,141.0457849,0.539105929,0.322446936,0.383923341,0.025,0.467039023
302,0.540387789,0.325,0.385406618,0.025,0.46742504,163.3503784,97.70397466,116.3302557,7.575,141.51321,0.53911016,0.322455362,0.383928236,0.025,0.467040297
303,0.540542763,0.325,0.385429639,0.025,0.467413214,163.8909211,98.02897466,116.7156853,7.6,141.9806232,0.539114872,0.322463732,0.383933175,0.025,0.467041524
304,0.540778689,0.324877049,0.385328002,0.025,0.467471224,164.4316998,98.35385171,117.1010133,7.625,142.4480944,0.539120327,0.322471645,0.383937749,0.025,0.467042932
305,0.540890523,0.324836601,0.385090002,0.025,0.467452371,164.9725904,98.67868831,117.4861033,7.65,142.9155468,0.539126112,0.322479374,0.383941514,0.025,0.467044271
306,0.541001629,0.324837134,0.384783973,0.025,0.467475224,165.513592,99.00352545,117.8708873,7.675,143.383022,0.539132221,0.322487054,0.383944258,0.025,0.467045674
307,0.540949675,0.324797078,0.384808717,0.025,0.467532468,166.0545417,99.32832252,118.255696,7.7,143.8505545,0.539138122,0.322494554,0.383947065,0.025,0.467047255
308,0.540938511,0.324919094,0.38475137,0.025,0.467472285,166.5954802,99.65324162,118.6404474,7.725,144.3180268,0.539143949,0.3225024,0.383949668,0.025,0.46704863
309,0.540766129,0.324879032,0.38477606,0.025,0.467439945,167.1362463,99.97812065,119.0252234,7.75,144.7854667,0.539149182,0.322510067,0.383952334,0.025,0.467049893
310,0.540675241,0.324879421,0.384719187,0.025,0.467400971,167.6769215,100.3030001,119.4099426,7.775,145.2528677,0.539154089,0.322517685,0.383954799,0.025,0.467051021
311,0.540625,0.325,0.384865535,0.025,0.467444081,168.2175465,100.6280001,119.7948081,7.8,145.7203118,0.539158803,0.322525641,0.383957718,0.025,0.467052281
312,0.540535144,0.324920128,0.38479408,0.025,0.467459724,168.7580817,100.9529202,120.1796022,7.825,146.1877715,0.5391632,0.322533291,0.38396039,0.025,0.467053583
313,0.540684713,0.324960191,0.384737693,0.025,0.467515924,169.2987664,101.2778804,120.5643399,7.85,146.6552874,0.539168046,0.32254102,0.383962866,0.025,0.467055055
314,0.540515873,0.324920635,0.384601294,0.025,0.467537994,169.8392823,101.602801,120.9489412,7.875,147.1228254,0.539172325,0.322548575,0.383964893,0.025,0.467056589
315,0.540387658,0.324920886,0.384610467,0.025,0.467539725,170.3796699,101.9277219,121.3335517,7.9,147.5903651,0.539176171,0.322556082,0.383966936,0.025,0.467058117
316,0.540457413,0.324960568,0.384501286,0.025,0.467534734,170.9201273,102.2526825,121.718053,7.925,148.0578999,0.539180212,0.322563667,0.383968621,0.025,0.467059621
317,0.540290881,0.325039308,0.384486335,0.025,0.467529774,171.4604182,102.5777218,122.1025393,7.95,148.5254296,0.539183705,0.322571452,0.383970249,0.025,0.467061099
318,0.540282132,0.32507837,0.384652522,0.025,0.467551524,172.0007004,102.9028002,122.4871918,7.975,148.9929812,0.539187148,0.322579311,0.383972388,0.025,0.467062637
319,0.540390625,0.325234375,0.384518521,0.025,0.467593085,172.541091,103.2280345,122.8717103,8,149.4605742,0.539190909,0.322587608,0.383974095,0.025,0.467064294
320,0.540342679,0.325077882,0.384527809,0.025,0.467614503,173.0814337,103.5531124,123.2562381,8.025,149.9281887,0.539194497,0.322595366,0.38397582,0.025,0.467066009
