n,Robustness score
10,0.8
20,0.8939255131167443
30,0.9268453787703312
40,0.9360379262287887
50,0.9501929858509955
60,0.9533792643248925
70,0.9555145720462462
80,0.9600847690350373
90,0.963311768733902
100,0.9657974351898629
110,0.9688828032821334
120,0.9718034980347809
130,0.9742974197698919
140,0.9754793313993683
150,0.9774025710356246
160,0.9786061750550961
170,0.9796358036893664
180,0.9794909358616823
190,0.978120761726348
200,0.978648075301728
210,0.9783413993921857
220,0.9784173476726985
230,0.9784794671498572
240,0.979449378218657
250,0.9799174423540074
260,0.9799477514375566
270,0.9804754624378663
280,0.9809445710790347
290,0.9817659477813371
300,0.982125324197149
310,0.9825190449712646
320,0.9827680659372556
330,0.9825576474861599
340,0.9831650836742121
350,0.9836747936544185
360,0.9835484074126031
370,0.9834126852105922
380,0.9836201352514621
390,0.9839079985439614
400,0.9844904226253358
410,0.98456763655555
420,0.9843810232941651
430,0.9835987880569719
440,0.983866886661767
450,0.9839467209403902
460,0.9839793358215609
470,0.9844286101592176
480,0.9843757904860831
490,0.9844386246754216
500,0.9844451406486546
510,0.9845078507108072
520,0.9848923598086823
530,0.9849232060474036
540,0.9848668582054914
550,0.985296222119472
560,0.9850556209624265
570,0.9848572945701453
580,0.9849378578092255
590,0.9850248171878928
600,0.984738080912034
610,0.9850471788741646
620,0.9852133937608425
630,0.9852795452749038
640,0.9851086348599936
650,0.9848183421438321
660,0.9847124817296274
670,0.98476182169865
680,0.9844081077565806
690,0.9846933880077432
700,0.9847884145303296
710,0.984892150716007
720,0.9847367590736061
730,0.9849881105220117
740,0.9846551866138571
750,0.9847153321081215
760,0.9846153083545157
770,0.9845332356411828
780,0.9847380493061062
790,0.9847965522019985
800,0.985016950915687
810,0.9849284784566136
820,0.9848522287376917
830,0.984876165021388
840,0.984876165021388
850,0.984876165021388
860,0.984876165021388
870,0.984876165021388
880,0.984876165021388
890,0.984876165021388
900,0.984876165021388
910,0.984876165021388
920,0.984876165021388
930,0.984876165021388
940,0.984876165021388
950,0.984876165021388
960,0.984876165021388
970,0.984876165021388
980,0.984876165021388
990,0.984876165021388
1000,0.984876165021388
