n,Robustness score
10,0.7999914375753634
20,0.899951196963441
30,0.9332199472579717
40,0.9498651620876459
50,0.9598872999744481
60,0.9665692297305286
70,0.9713455771519174
80,0.9749023625058447
90,0.9776869532904832
100,0.9799118793607309
110,0.9817268667419612
120,0.9832514243438596
130,0.9845367676074434
140,0.9856402070769636
150,0.9865894290525568
160,0.9874178015308299
170,0.9881424726837876
180,0.9887924400240449
190,0.9893840608480924
200,0.9899092574958802
210,0.9903831394948488
220,0.9908074021270857
230,0.9912017832594254
240,0.9915666257556667
250,0.9918962977463515
260,0.9922026559925927
270,0.9924840687977828
280,0.9927451438777312
290,0.9929923004720043
300,0.9932238781989685
310,0.993430098142182
320,0.9936355713935489
330,0.9938269126251408
340,0.994005560721218
350,0.9941733052162058
360,0.9943331000558628
370,0.9944807050183295
380,0.9946213071585578
390,0.9947569357484409
400,0.9948845178070542
410,0.9950100603563019
420,0.9951287766421546
430,0.9952402733173488
440,0.9953443525037309
450,0.995447498509141
460,0.995543958341127
470,0.9956354271715194
480,0.9957238351497878
490,0.99581065866947
500,0.9958921699338132
510,0.9959696838763036
520,0.996047932660228
530,0.9961199045453158
540,0.9961915291948842
550,0.9962587661984783
560,0.9963262261092477
570,0.9963899004544733
580,0.9964509650890374
590,0.9965091832765736
600,0.9965658476126222
610,0.9965658476126222
620,0.9965658476126222
630,0.9965658476126222
640,0.9965658476126222
650,0.9965658476126222
660,0.9965658476126222
670,0.9965658476126222
680,0.9965658476126222
690,0.9965658476126222
700,0.9965658476126222
710,0.9965658476126222
720,0.9965658476126222
730,0.9965658476126222
740,0.9965658476126222
750,0.9965658476126222
760,0.9965658476126222
770,0.9965658476126222
780,0.9965658476126222
790,0.9965658476126222
800,0.9965658476126222
810,0.9965658476126222
820,0.9965658476126222
830,0.9965658476126222
840,0.9965658476126222
850,0.9965658476126222
860,0.9965658476126222
870,0.9965658476126222
880,0.9965658476126222
890,0.9965658476126222
900,0.9965658476126222
910,0.9965658476126222
920,0.9965658476126222
930,0.9965658476126222
940,0.9965658476126222
950,0.9965658476126222
960,0.9965658476126222
970,0.9965658476126222
980,0.9965658476126222
990,0.9965658476126222
1000,0.9965658476126222
